Company;Position;Requirement;Description;Quota;Available;Address;
PT Bumi Amartha Teknologi Mandiri ;Data Engineer / Developer;Good understanding of Data Integration, data modeling, and data architecture.  Good SQL script Knowledge.  Strong knowledge of ETL concepts and tools.  Proficiency in at least one of the mentioned ETL Tools (SSIS, Informatica, Talend, Data Stage, Pentaho).  Good problem-solving skills.  Good communication and teamwork abilities.;Implement data modelling concept driven by business requirements.  Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL.  Maintaining database.  Create and maintain optimal data pipeline architecture for data integration using provided ETL tools (e.g. SSIS, Informatica, Talend, IBM Data Stage).  Build data ingestion workflow for data warehouse/data marts/operational data store • Build database based on specification provided.  Perform SQL Query tuning.  Provide logical analysis and solution.;4;4;Chase Plaza 9th Floor Jl. Jend. Sudirman Kav. 21 Jakarta, Indonesia 12920, KARET, SETIA BUDI, JAKARTA SELATAN, DKI JAKARTA 12920;
PT Interskala Medika Indonesia;Programmer;Menguasai VB NET dan Android Studio ;- Berpartisipasi dalam proses pengembangan dan perancangan software   - Melakukan pengujian terhadap program untuk memastikan kualitas   - Melakukan perbaikan software jika ada masalah   - Melakukan pengawasan terhadap database software ;4;4;Green Sedayu Biz Park Jl. Daan Mogot KM. 18, DM 15 No.116, RT.3/RW.8, Kalideres, West Jakarta City, Jakarta (PT Interskala Sehat Sejahtera), KALIDERES, KALIDERES, JAKARTA BARAT, DKI JAKARTA 11840 ;
PT Interskala Medika Indonesia;Programmer;Menguasai VB NET dan Android Studio  ;- Berpartisipasi dalam proses pengembangan dan perancangan software  - Melakukan pengujian terhadap program  untuk memastikan kualitas  - Melakukan perbaikan software jika ada masalah  - Melakukan pengawasan terhadap database software;4;4;Green Sedayu Biz Park Jl. Daan Mogot KM. 18, DM 15 No.116, RT.3/RW.8, Kalideres, West Jakarta City, Jakarta (PT Interskala Sehat Sejahtera);
PT Sarana Solusindo Informatika;System Engineer;Qualifications:   1. Having good technical skill   2. Fast learner, well-adapted, excellent communication and good interpersonal;Job Description :   • Develop Application Using C# and MS Power Platform (Power Apps, Power Automate, dll)   • Create Dashboard Using Microsoft Power BI   • Deploy MS Office 365 (MS Teams, Sharepoint , Office dll)   • Training Microsoft Product   • Design ,Deploy, Maintain, Helpdesk Microsoft Infrastructure System;4;4;Jalan Sisingamangaraja no 53;
PT Sat Nusapersada Tbk;Front End Developer;1)      Know how to use Figma (experienced preferable)  2)      Have experience in build web apps (e-commerce preferable)  3)      Understand concept of UI/UX  4)      Creative thinking;1. Work with developers to design algorithms and flowcharts  2. Produce clean, efficient code based on specifications  3. Integrate software components and third-party programs  4. Verify and deploy programs and systems  5. Troubleshoot, debug and upgrade existing software  6. Gather and evaluate user feedback  7. Recommend and execute improvements  8. Create technical documentation for reference and reporting;4;4;Jalan Pelita VI No. 99, Kampung Pelita, Lubuk Baja, Kota Batam;
PT. Adira Dinamika Multi Finance Tbk;Quality Assurance;- Mengetahui tentang agile, cepat memahami bisnis proses, dapat berpikir kritis.   - Mengetahui tentang SDLC, testing management, memiliki analisa yang baik, tau mengenai proses testing aplikasi.  - Memiliki kemampuan komunikasi interpersonal yang baik.;- Melakukan analisa produk dan memberikan feedback terkait kualitas produk.   - Menganalisa dan membuat skenario testing. Menganalisa impact dan resiko dari suatu proses development.   - Melakukan testing aplikasi sesuai skenario yang dibuat dan berikan bukti hasil testing.;4;4;Jl. Jend. Sudirman Kav. 25, Jakarta Selatan 12920.;
PT. Astra Daihatsu Motor;Data Analyst;-;Machine Learning  - Big Data  - Machine Learning  - Web Scrapping & Crawling (Python Flask)    IPro  - System Design / Architecture  - OT   - Business Process / Business Analyst    Data Analyst  - Manage and analyze IT compliance activities  - Develop design compliance for BigData  - Develop project for budgeting in BigData;4;4;Jl. Gaya Motor III/5, Sunter II Jakarta Utara DKI Jakarta 14330 Indonesia.;
PT. Asuransi Astra Buana;Application Developer;Deep Understanding with Object Oriented Concepts  Strong programming background and familiarity with HTML, CSS, C#, .NET Framework  Experienced in React.JS  Experienced working with remote data via REST and JSON  Familiar with Querying Database (MS Sql Server / MySQL)  Knowing CI/CD Tools is a plus  Passionate and self-motivated, with strong interpersonal skills;1. Merancang program aplikasi sesuai dengan spesifikasi yang telah dibuat oleh user (Business Requirement Definition Document).  2. Membuat Program Aplikasi - Bersama dengan tim membuat program sesuai dengan spesifikasi teknis yang telah dibuat.  3. Menguji Program Aplikasi, Melakukan pengujian/tes atas program yang telah dibuat agar menghasilkan input, proses dan output sesuai yang diharapkan.  4. Memperbaiki Program Aplikasi Melakukan investigasi dan perbaikan program yang dibuat atas kesalahan yang ditemukan  5. Membuat Instalasi    .NET dan React;10;4;Jl. TB Simatupang Kav 15, Cilandak, Lebak Bulus, Jakarta Selatan 12440;
PT. Bank Sinarmas, Tbk;Quality Assurance;- IPK minimal 3.0  - Lulusan Sistem informasi  - Fast learner,Adaptive person,Agile,Strong Communication  - SQL Programming (SQL Server/Oracle/Hive Bigdata)  - Data Management & Data Governance Knowledge;Digital Product Management;4;4;Roxy Square;
PT. Bank Sinarmas, Tbk;Data Analyst;Requirement:  - Fast learner,Adaptive person,Agile,Strong Logical Thinking  - SQL Programming (SQL Server/Oracle/Hive Bigdata)  - ETL Tools (Pentaho/SSIS/ODI/Talend)  - Data Management Knowledge;Enterprise Data Management & Data Governance;4;4;Roxy Square;
PT. BCA Finance;QC Tester;- Memiliki pengetahuan terkait database dan dasar pemrograman  - Memiliki kemampuan analisa yang baik;- Memonitor availability aplikasi  - Memonitor proses batch  - Memonitor pelaksanaan kegiatan operasional dan memberikan dukungan terkait dengan penyelesaian atau pencegahan gangguan  - Pengembangan Reporting System   - Testing dan QA hasil pengembangan aplikasi Core  - Dokumentasi aplikasi dan database;4;4;Wisma BCA Pondok Indah, Jl. Metro Pondok Indah No.10;
PT. BCA Finance;Application Developer;Job Requirement:  - Familiar dengan bahas pemograman PHP/ Java/ .NET.  - Basic programming / scripting (Java , Python, lebih diutamakan).  - Memiliki pengalaman testing aplikasi.  - Familiar dalam pembuat test case aplikasi.  - Familiar dengan tools : Katalon, Uipath, Selenium, Postman;Job Description:  - Pengembangan  &  implementasi sistem aplikasi mobile dan web yang diperlukan untuk menjalankan aktivitas perusahaan  - pengecekan kualitas dari aplikasi mobile dan web yang telah dikembangkan;4;4;Wisma BCA Pondok Indah. Jl. Metro Pondok Indah;
PT. Hartono Istana Teknologi (Polytron-Kudus);Systems Analyst;Kemampuan berpikir kritis, kreatif dan memiliki inisiatif  Mampu bekerja sama dalam tim  Mampu berkomunikasi dengan baik  Memiliki kemampuan analisa  Kemauan untuk belajar hal baru;Pembuatan Functional Spesification suatu Aplikasi (UI dan UX) (tidak melakukan coding tapi akan membuat konsep aplikasi)  Pembuatan Sistem dan Prosedur  Trial aplikasi  Dokumentasi hasil trial  Pembuatan user manual aplikasi dan flowchart;6;4;Jl. KHR Asnawi PO Box 126, Kaliwungu Kudus;
PT. Inovasi Daya Solusi;Data Engineer / Developer;- Experience of SQL Server, MySQL, Postgress, NoSQL.  - Having knowledge On Big Data technologies (Hadoop, Spark, Apache).  - Have experience with data modeling and building data marts.  - Have experience using javascript.  - Able to work on-site;• Build reusable code and libraries for future use  • Delivering a complete front-end application  • Creating self-contained, reusable, and testable modules and components.  • Work in team with back end developers and designers for UI/UX.;4;4;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT. Inovasi Daya Solusi;Data Engineer / Developer;- Experience of SQL Server, MySQL, Postgress, NoSQL.  - Having knowledge On Big Data technologies (Hadoop, Spark, Apache).  - Have experience with data modeling and building data marts.  - Have experience using javascript.  - Able to work on-site;• Build reusable code and libraries for future use  • Delivering a complete front-end application  • Creating self-contained, reusable, and testable modules and components.  • Work in team with back end developers and designers for UI/UX.;4;4;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT. INTERSKALA MANDIRI INDONESIA;Programmer;Create software custom  Proficient using VB.NET dan MySQL;Create software custom  Proficient using VB.NET dan MySQL;4;4;Green Sedayu Biz Park Kalideres Jakarta Barat;
PT. Pharos Indonesia;Data Engineer / Developer;?Computer science, software or computer engineering;?Developing reliable mechanism or infrastructure for data collection  ?Facilitate movement and storage of data   ?Design, construct, install, test and maintain highly scalable data management systems  ?Transform data into useful form for analysis;4;4;JL LIMO NO. 40, PERMATA HIJAU;
PT. Qpro Sukses Mandiri;Programmer;1. Rapih  2. Jujur  3. Disiplin;1. Helping R&D department  2. Disukai yang tinggal di daerah Kelapa gading dan sekitarnya  3. Bahasa pemograman yang digunakan adalah asp.net;4;4;Jl. Bulevard Barat Raya, Perkantoran Plaza Pacifik blok B4 no.95-96, kelapa gading, Jakut;
PT. Qpro Sukses Mandiri;Programmer;1. Rapih  2. Jujur  3. Disiplin;1. Helping R&D department  2. Disukai yang tinggal di daerah Kelapa gading dan sekitarnya  3. Bahasa pemograman yang digunakan adalah asp.net;4;4;Jl. Bulevard Barat Raya, Perkantoran Plaza Pacifik blok B4 no.95-96, kelapa gading, Jakut;
PT. Realta Chakradarma;Software Engineer;Kualifikasi :   1) Memahami Software Development Life Cycle (SDLC)   2) Menyukai dunia developer   3) Mampu bekerjasama dengan Team  4) memberikan solusi kepada customer atau requirement yang dibutuhkan  ;Tugas dan Tanggung Jawab :   1) Melakukan enhancement terhadap solusi yang ada  2) Melakukan identifikasi kebutuhan dari customer dan membuat dokumentasi atas kebutuhan tersebut   3) Melakukan design, development dan intergrasi solusi   4) Melakukan integrasi software   5) Memiliki pengetahuan database SQL lebih baik   ;9;4;Jl. Petojo Melintang No. 25A;
